,Unnamed: 0.1,Unnamed: 0,Datetime,TweetId,Texto,Username,Idioma,Palavra,UserDescription,UserDescriptionRaw,FriendsCount,Status,Retweet,Quoted,toxidade,Texto-Limpo
371,371,371,2018-10-07 20:29:24+00:00,1049033974289498117,"Bicha, eu tô nervousa",naoseiquearroba,pt,bicha,"twitter, boa tarde. twitter, posso ajudar?","twitter, boa tarde. twitter, posso ajudar?",229,6257,,,0,"Bicha, eu tô nervousa"
372,372,372,2018-10-07 20:29:20+00:00,1049033957898158081,@TranofFinland eu sou uma bicha bem descritiva,claustrophonic,pt,bicha,not to self diagnose but something is wrong - quaisquer pronomes,not to self diagnose but something is wrong - quaisquer pronomes,743,149293,,,1,eu sou uma bicha bem descritiva
373,373,373,2018-10-07 20:29:09+00:00,1049033914411569152,Que bicha mais porca! https://t.co/Aam8I6TqZv,Shhhh_Silence_,pt,bicha,"“Eu te amo, meu Brasil, eu te amo. Meu coração é verde, amarelo, branco, azul-anil...” NoPatience c/esquerda. Estou aqui por política e só! No DM.🚫","“Eu te amo, meu Brasil, eu te amo. Meu coração é verde, amarelo, branco, azul-anil...” NoPatience c/esquerda. Estou aqui por política e só! No DM.🚫",4416,34610,,https://twitter.com/aventuras_js/status/1048967280221204483,1,Que bicha mais porca!
374,374,374,2018-10-07 20:28:10+00:00,1049033666813460481,"Requiao e Beto Bicha fora do senado

Que cena linda seria",vianagustavoo,pt,bicha,"arquiteto AND urbanista, não no the sims","arquiteto AND urbanista, não no the sims",627,38166,,,0,Requiao e Beto Bicha fora do senado Que cena linda seria
375,375,375,2018-10-07 20:27:08+00:00,1049033404052905984,se antes eu não conversava com certos parentes é agr mesmo dps de descobrir mais gente que vota no salnorabo que eu farei a bicha muda pra sempre,poisoncloud,pt,bicha,"esse perfil é decidado pra falar sobre besteiras, coisas tristes e bts  |  ela/dela","esse perfil é decidado pra falar sobre besteiras, coisas tristes e bts  |  ela/dela",329,49892,,,0,se antes eu não conversava com certos parentes é agr mesmo dps de descobrir mais gente que vota no salnorabo que eu farei a bicha muda pra sempre
376,376,376,2018-10-07 20:27:07+00:00,1049033401767010304,@Phaelll Bicha eu tô já quase chorando aqui socorooooooooooo,__velasco,pt,bicha,wicked witch of the west.,wicked witch of the west.,604,24767,,,0,Bicha eu tô já quase chorando aqui socorooooooooooo
377,377,377,2018-10-07 20:25:12+00:00,1049032919942156289,"@roxmo Requião e Beto Bicha, também.",vhcs29,pt,bicha,,,121,1031,,,0,"Requião e Beto Bicha, também."
378,378,378,2018-10-07 20:24:53+00:00,1049032840103563264,@sonn_e @elftsuki BICHA COMO ASSIM eu pensei que fosse tu dizendo q ama o fugaku pq só conheço tu de fã,vsfdidda,pt,bicha,everything is a midsummer night's dream 🦋,everything is a midsummer night's dream 🦋,438,76514,,,0,BICHA COMO ASSIM eu pensei que fosse tu dizendo q ama o fugaku pq só conheço tu de fã
379,379,379,2018-10-07 20:20:57+00:00,1049031849073369088,Dos 20 trends que tem no twitter 4 são relacionados ao Ciro twitter você não me venha me iludir essa hora bicha https://t.co/UsLOsCReRi,arrudeia_,pt,bicha,Estudando comportamentos sociais no twitter,Estudando comportamentos sociais no twitter,762,53541,,,1,Dos 20 trends que tem no twitter 4 são relacionados ao Ciro twitter você não me venha me iludir essa hora bicha
380,380,380,2018-10-07 20:18:51+00:00,1049031321841020928,Eliana Pedrosa fez o q gente? Bicha só não roubou mais q o moreno q roubou meu coração,paullajalesr,pt,bicha,,,703,120152,,,0,Eliana Pedrosa fez o q gente? Bicha só não roubou mais q o moreno q roubou meu coração
381,381,381,2018-10-07 20:16:16+00:00,1049030670885048320,@AragaoKaroline Caralhoooo bicha,elleenvictoria,pt,bicha,O que eu posto aqui não significa nada sobre mim.,O que eu posto aqui não significa nada sobre mim.,814,22942,,,1,Caralhoooo bicha
382,382,382,2018-10-07 20:10:49+00:00,1049029298596790272,"@tuanygabs depende de em qnt tempo ocorrer a apuração, bicha",maysa_ferraz,pt,bicha,,,220,46779,,,1,"depende de em qnt tempo ocorrer a apuração, bicha"
383,383,383,2018-10-07 20:10:30+00:00,1049029217315422210,@joseluizdelima1 A bicha prevê o futuro,chernofobico,pt,bicha,Tudo que você precisa saber é que:,Tudo que você precisa saber é que:,275,6564,,,0,A bicha prevê o futuro
384,384,384,2018-10-07 20:07:32+00:00,1049028471119392769,@Lanildaa Calma bicha ainda são 5 horas,kcclmjmoon,pt,bicha,love is the most lethal drug of all.♡ • fan account,love is the most lethal drug of all.♡ • fan account,1200,67821,,,1,Calma bicha ainda são 5 horas
385,385,385,2018-10-07 20:06:08+00:00,1049028121683550210,@loverserphia ela ama e a bicha fica bonitona tbm ne,withmysoph,pt,bicha,lost star,lost star,846,262218,,,1,ela ama e a bicha fica bonitona tbm ne
386,386,386,2018-10-07 20:02:43+00:00,1049027259305263104,"@K a bicha só tem cara de santa kkkkkk muito maneira, linda demais ❤️",Bonini128,pt,bicha,"@Flamengo

021☀️



madrinha do João e do Rael❤","@Flamengo

021☀️



madrinha do João e do Rael❤",1867,33727,,,1,"a bicha só tem cara de santa kkkkkk muito maneira, linda demais ❤️"
387,387,387,2018-10-07 20:02:33+00:00,1049027218750496768,"@Cris_Rdu Aí bicha poc, tá chorando ainda tchau...... Vai lá dançar Anitta vai... Tchau",SilasHulk,pt,bicha,"Vou ser venenosa, debochada, mal educada, falar palavrão,ter um humor ácido, mais tudo com classes amores, todo mundo que me seguir vou seguir de volta","Vou ser venenosa, debochada, mal educada, falar palavrão,ter um humor ácido, mais tudo com classes amores, todo mundo que me seguir vou seguir de volta",418,5555,,,1,"Aí bicha poc, tá chorando ainda tchau...... Vai lá dançar Anitta vai... Tchau"
388,388,388,2018-10-07 20:01:19+00:00,1049026906413256711,@vnpsoares FAMOSA EIN BICHA DEIXA EU ANDAR COM VC NO RECREIO,riqzao,pt,bicha,"baleada, ex cadeirante, ex paraplégica, e atual projeto de uma pessoa quase fitness","baleada, ex cadeirante, ex paraplégica, e atual projeto de uma pessoa quase fitness",594,60263,,,1,FAMOSA EIN BICHA DEIXA EU ANDAR COM VC NO RECREIO
389,389,389,2018-10-07 20:00:29+00:00,1049026697184641024,Fui tacar ovo na Juju e a bicha correu atrás de mim para me abraçar,acunhax,pt,bicha,• 21y • Nutrição - UFRJ • @flamengo,• 21y • Nutrição - UFRJ • @flamengo,546,10741,,,0,Fui tacar ovo na Juju e a bicha correu atrás de mim para me abraçar
390,390,390,2018-10-07 20:00:28+00:00,1049026692990361600,@atilacunha_ Não me expõe bicha eu tenho 0% de chance de sobreviver na ditatura,miilenabruno,pt,bicha,party girls don't get hurt. i'm a party girl and i do get hurt.,party girls don't get hurt. i'm a party girl and i do get hurt.,134,5373,,,0,Não me expõe bicha eu tenho 0% de chance de sobreviver na ditatura
391,391,391,2018-10-07 19:59:07+00:00,1049026355164266502,"@BrenoDamasco 2 hrs pra votar por conta da porra de um dedo, BICHA DO CÉU",FrancoPorJames,pt,bicha,disponível para magoas.,disponível para magoas.,829,203403,,,1,"2 hrs pra votar por conta da porra de um dedo, BICHA DO CÉU"
392,392,392,2018-10-07 19:58:07+00:00,1049026104202354689,"""Nossa papai, cê vai votar no Bolsonaro? Cê não me ama? Esse cara é machista, preconceituoso e homofobico. Ele não gosta de gay. Ele não gosta das bicha, seus amigos tá tudo fudido."" – Alice, 3 anos",STEPHENSMADNESS,pt,bicha,"il ballo della vita

(ela/dela)","il ballo della vita

(ela/dela)",759,13251,,,1,"""Nossa papai, cê vai votar no Bolsonaro? Cê não me ama? Esse cara é machista, preconceituoso e homofobico. Ele não gosta de gay. Ele não gosta das bicha, seus amigos tá tudo fudido."" – Alice, 3 anos"
393,393,393,2018-10-07 19:56:36+00:00,1049025720343822337,"E assim nos tornamos brasileiros
Te chamam de ladrão, de bicha, maconheiro
Transformam um país inteiro num puteiro
Pois assim se ganha mais dinheiro",HendrewAway,pt,bicha,,,241,68036,,,1,"E assim nos tornamos brasileiros Te chamam de ladrão, de bicha, maconheiro Transformam um país inteiro num puteiro Pois assim se ganha mais dinheiro"
394,394,394,2018-10-07 19:56:24+00:00,1049025669634686979,Bicha nem COR DA PELE pra votar em amoedo eu tenho,ei_lullys,pt,bicha,geminiana demais,geminiana demais,338,11058,,,0,Bicha nem COR DA PELE pra votar em amoedo eu tenho
395,395,395,2018-10-07 19:55:35+00:00,1049025463170080768,O carlos é uma bicha,caduortizzz,pt,bicha,não pega nada,não pega nada,203,12148,,,1,O carlos é uma bicha
396,396,396,2018-10-07 19:55:02+00:00,1049025328281260036,"Hétero burro a gente até aceita porque é normal, mas bicha burra não da!",iamfaelz,pt,bicha,90’s | leonino | MUA | little monster | fotografia | pics: @iamfaelzpic | @ladygaga follows 02.11.2011 and noticed 7x,90’s | leonino | MUA | little monster | fotografia | pics: @iamfaelzpic | @ladygaga follows 02.11.2011 and noticed 7x,5585,265255,,,1,"Hétero burro a gente até aceita porque é normal, mas bicha burra não da!"
397,397,397,2018-10-07 19:54:59+00:00,1049025315182432256,"Te chamam de ladrão, de bicha, maconheiro, transformam o país inteiro num puteiro, pois assim se ganha mais dinheiro...",luarigoni,pt,bicha,,,258,37521,,,1,"Te chamam de ladrão, de bicha, maconheiro, transformam o país inteiro num puteiro, pois assim se ganha mais dinheiro..."
398,398,398,2018-10-07 19:51:41+00:00,1049024484982841345,@kccmalena ai bicha vamo preparar o coração e se abraçar,fvmends,pt,bicha,everything is temporary.,everything is temporary.,3704,101807,,,0,ai bicha vamo preparar o coração e se abraçar
399,399,399,2018-10-07 19:51:25+00:00,1049024415017701377,"@SaishoNiiTae gente quando me chamam ou chamam alguem de bicha ou viado eu acho que ta so me chamando mesmo dksdkhf
se alguém me chama assim na intenção de ofender tadinho, eu trato como se fosse só um jeito de me chamar",taesoftyoung,pt,bicha,"Raissa; (n.) a person who will always protect and love Amanda ❥ Yas ❥ Lya❥, under any circumstances.

Fan account","Raissa; (n.) a person who will always protect and love Amanda ❥ Yas ❥ Lya❥, under any circumstances.

Fan account",278,9024,,,1,"gente quando me chamam ou chamam alguem de bicha ou viado eu acho que ta so me chamando mesmo dksdkhf se alguém me chama assim na intenção de ofender tadinho, eu trato como se fosse só um jeito de me chamar"
400,400,400,2018-10-07 19:48:30+00:00,1049023684659302401,@andreewpereira kkkkkkkkkk bicha não tolero fake news,lucsrosendo,pt,bicha,"little ghost, blond hair with lemonade tea","little ghost, blond hair with lemonade tea",361,85564,,,1,kkkkkkkkkk bicha não tolero fake news
401,401,401,2018-10-07 19:47:19+00:00,1049023384661766144,@duda_pera Bicha burra mermão,ytallo_G,pt,bicha,enfermagem 🩺💉,enfermagem 🩺💉,1475,10236,,,1,Bicha burra mermão
402,402,402,2018-10-07 19:44:25+00:00,1049022654735368193,@mvriamrtns bicha pq tu nao usou carteira de trab,rvvdrigo,pt,bicha,corro sem olhar pra trás e eu nem vou te ver,corro sem olhar pra trás e eu nem vou te ver,963,123764,,,0,bicha pq tu nao usou carteira de trab
403,403,403,2018-10-07 19:44:22+00:00,1049022641342963712,Eu e a bicha! ⁦@NegoYagoo⁩ https://t.co/jCnlcE98xL,giselesouzagisa,pt,bicha,"sagitariana, mamãe da Bia e JV, empreendedora @looksdedivas20","sagitariana, mamãe da Bia e JV, empreendedora @looksdedivas20",469,32318,,,1,Eu e a bicha!
404,404,404,2018-10-07 19:40:57+00:00,1049021780566917120,"@joaomatoso2 Tem de depois berrar que nem uma bicha, daquelas que o Bolso adora",RebeloNuno,pt,bicha,280 caracteres é pouco para descrever a tremenda banalidade que é a minha vida / 280 letters are not enough to describe the huge banality that my life is.,280 caracteres é pouco para descrever a tremenda banalidade que é a minha vida / 280 letters are not enough to describe the huge banality that my life is.,762,147035,,,1,"Tem de depois berrar que nem uma bicha, daquelas que o Bolso adora"
405,405,405,2018-10-07 19:40:55+00:00,1049021772581015552,"Eu conheço um velho que votou no Bozo pra restaurar a moral do país, mas que quando passa alguma menina na rua, ele fica soltando comentários como: ""Olhe aí da bicha boa."", ""Que bundona.""...

Obs.: Com ""velho"" eu quero dizer quase 70 e com ""menina"" quero dizer menos de 13.",joalllucas,pt,bicha,"Se a vida fosse justa, não se chamaria ""vida"".","Se a vida fosse justa, não se chamaria ""vida"".",454,35141,,,1,"Eu conheço um velho que votou no Bozo pra restaurar a moral do país, mas que quando passa alguma menina na rua, ele fica soltando comentários como: ""Olhe aí da bicha boa."", ""Que bundona.""... Obs.: Com ""velho"" eu quero dizer quase 70 e com ""menina"" quero dizer menos de 13."
406,406,406,2018-10-07 19:40:25+00:00,1049021648148598785,@jeanwyllys_real Vaza sua bicha cuspideira! Perdeu hipócrita! Kkkkkkkl,cavalcantipqd,pt,bicha,Tenente-Coronel Pará-Quedista do Exército Brasileiro e triatleta.,Tenente-Coronel Pará-Quedista do Exército Brasileiro e triatleta.,122,356,,,1,Vaza sua bicha cuspideira! Perdeu hipócrita! Kkkkkkkl
407,407,407,2018-10-07 19:39:32+00:00,1049021426987098112,o que uma bicha satanista vai fazer do brasil do solnorabo?,iosonotangerino,pt,bicha,,,1778,17533,,,1,o que uma bicha satanista vai fazer do brasil do solnorabo?
408,408,408,2018-10-07 19:38:55+00:00,1049021270476689408,"As bichas falando pra Warlley que ela votava na fundação Osório e falan que era até 12hrs, só pq a bicha ia votar no coiso KKKKKKKKKKKKKKKKKKKKKKKKKK morta com elas.",JaacqCollins,pt,bicha,"26.04.17 @Usher followed me on twitter ❤ㅤㅤㅤㅤ
Geminiana ll Bióloga em formação","26.04.17 @Usher followed me on twitter ❤ㅤㅤㅤㅤ
Geminiana ll Bióloga em formação",1288,170331,,,1,"As bichas falando pra Warlley que ela votava na fundação Osório e falan que era até 12hrs, só pq a bicha ia votar no coiso KKKKKKKKKKKKKKKKKKKKKKKKKK morta com elas."
409,409,409,2018-10-07 19:37:15+00:00,1049020851625107456,@najaswifts acredito que aqui seja um pouco pior pq tem uma cultura retrógrada que superestima muito a heterossexualidade e o masculino então nesse caso quem é gay e/ou bicha afeminada se ferra né,shipkaismymom,pt,bicha,música e séries,música e séries,892,4335,,,0,acredito que aqui seja um pouco pior pq tem uma cultura retrógrada que superestima muito a heterossexualidade e o masculino então nesse caso quem é gay e/ou bicha afeminada se ferra né
410,410,410,2018-10-07 19:37:02+00:00,1049020796612620290,Tem umas bicha em Brasília mó errada https://t.co/sr1YnGI7ms,maircos,pt,bicha,EX BBB,EX BBB,1143,316336,,,1,Tem umas bicha em Brasília mó errada
411,411,411,2018-10-07 19:36:17+00:00,1049020609072680961,Dei unfollow numa bicha bolsominion no Instagram e ela veio tirar satisfação cmg kkkkkk https://t.co/M2rb7nf3ah,hxgxrr,pt,bicha,"não, vc não quer me seguir…","não, vc não quer me seguir…",1039,65702,,,1,Dei unfollow numa bicha bolsominion no Instagram e ela veio tirar satisfação cmg kkkkkk
412,412,412,2018-10-07 19:36:03+00:00,1049020547676352513,"Hoje Natalia tá usando todas as armas que ela tem, a bicha ta sedenta pela Alba",ldrloverr,pt,bicha,"Voy a quemar la ciudad contigo dentro
Natalia Lacunza - tarántula youtube.com/watch?v=X-A9jP…","Voy a quemar la ciudad contigo dentro
Natalia Lacunza - tarántula https://t.co/4rKDcH6ETD…",85,22371,,,1,"Hoje Natalia tá usando todas as armas que ela tem, a bicha ta sedenta pela Alba"
413,413,413,2018-10-07 19:34:53+00:00,1049020255975161858,"@Sand_nathaly @yunglenny_ amanhã a gente marca, bicha",cardosoRJb,pt,bicha,,,424,3091,,,1,"amanhã a gente marca, bicha"
414,414,414,2018-10-07 19:31:22+00:00,1049019371996270593,"@yunglenny_ bicha se o bolsonaro ganhar as gays se fodem. Eu namoro, menino",cardosoRJb,pt,bicha,,,424,3091,,,1,"bicha se o bolsonaro ganhar as gays se fodem. Eu namoro, menino"
415,415,415,2018-10-07 19:31:06+00:00,1049019302685364224,"Poorq bicha bonita, é bicha odiada 💅😌😝",porrabia71,pt,bicha,"Douglas Gabryel amor da mamãe💙

                   Kessia Beatriz amor da dinda ❤","Douglas Gabryel amor da mamãe💙

                   Kessia Beatriz amor da dinda ❤",351,9470,,,1,"Poorq bicha bonita, é bicha odiada 💅😌😝"
416,416,416,2018-10-07 19:30:46+00:00,1049019221378850816,"Vei descobrir que tem uma bicha que me odeia, pq quer ficar com meu ex ex e talvez ele não quer",catziiiinha,pt,bicha,• vasco da gama ✠ •,• vasco da gama ✠ •,420,22591,,,1,"Vei descobrir que tem uma bicha que me odeia, pq quer ficar com meu ex ex e talvez ele não quer"
417,417,417,2018-10-07 19:30:44+00:00,1049019209945104385,@GersonSouza13 Acho engraçado essas bicha kk,aaaaaa77778,pt,bicha,.,.,337,5216,,,1,Acho engraçado essas bicha kk
418,418,418,2018-10-07 19:28:04+00:00,1049018541461164032,@JecyonePinheiro @diImabr Esa bicha passa muita vergonha. Enrustidíssima.,juniorholandaa,pt,bicha,"Original, style , bem safado Instagram:@juniorholandaa","Original, style , bem safado Instagram:@juniorholandaa",877,38711,,,1,Esa bicha passa muita vergonha. Enrustidíssima.
419,419,419,2018-10-07 19:28:04+00:00,1049018540802695169,Apenas observo essas bicha enrustida apoiando o treco kk 🙊,ptrikoliveira,pt,bicha,Libras - Ufscar São Carlos,Libras - Ufscar São Carlos,295,9590,,,0,Apenas observo essas bicha enrustida apoiando o treco kk 🙊
420,420,420,2018-10-07 19:27:22+00:00,1049018366265122818,@bbadwoIf @kmelolindo eu mesma já sou bicha muda no grupo,bedibarbs,pt,bicha,🦕,🦕,3157,55184,,,0,eu mesma já sou bicha muda no grupo
421,421,421,2018-10-07 19:26:54+00:00,1049018246702272512,Quase 16:30 e o bicha do cristian me inventa de ir vota agora,sagaz1903,pt,bicha,@CamilyDuarte_ ❤️,@CamilyDuarte_ ❤️,133,3057,,,0,Quase 16:30 e o bicha do cristian me inventa de ir vota agora
422,422,422,2018-10-07 19:26:49+00:00,1049018225978171395,"A bicha tá escrota mesmo, credo",Gabissoares2,pt,bicha,24 🦋 manu 👩‍👧,24 🦋 manu 👩‍👧,405,85509,,,1,"A bicha tá escrota mesmo, credo"
423,423,423,2018-10-07 19:26:31+00:00,1049018148593254400,"Encontrei com Lucian, a bicha viu a minha roupa e falou  ""Nossa, tá bem garota a senhora"" eu morri de rir, pessoal do trabalho n tá acostumado a me ver de roupa curta",belfortts,pt,bicha,• Taurus   •    24 Y,• Taurus   •    24 Y,588,55866,,,0,"Encontrei com Lucian, a bicha viu a minha roupa e falou ""Nossa, tá bem garota a senhora"" eu morri de rir, pessoal do trabalho n tá acostumado a me ver de roupa curta"
424,424,424,2018-10-07 19:26:15+00:00,1049018081438310400,"@FlavioBolsonaro @TSEjusbr Ta estressada bicha !
Nunca vi alguém dizer que o negócio é uma fraude e participar dele",RodrigoMadeir20,pt,bicha,"Paulista , paulistano de nascimento e gaúcho de coração  .","Paulista , paulistano de nascimento e gaúcho de coração  .",175,2361,,,1,Ta estressada bicha ! Nunca vi alguém dizer que o negócio é uma fraude e participar dele
425,425,425,2018-10-07 19:24:59+00:00,1049017763174526981,@meIIzinho O bicha burra...,Rakel57277395,pt,bicha,Deus acima de tudo 😊🙏,Deus acima de tudo 😊🙏,112,5,,,1,O bicha burra...
426,426,426,2018-10-07 19:24:57+00:00,1049017757969408002,"@jhopemeow Show só na leitura, porque na hora a professora já sabendo como geral se comporta, vai subir no Biro e ter uma visão muito periférica, já me sinto nervosa hj kkkkkkkkkkkkkkkkkkkkkkkkk a bicha é gente ruim",_ssijungkook,pt,bicha,Take my hands ?,Take my hands ?,75,5569,,,1,"Show só na leitura, porque na hora a professora já sabendo como geral se comporta, vai subir no Biro e ter uma visão muito periférica, já me sinto nervosa hj kkkkkkkkkkkkkkkkkkkkkkkkk a bicha é gente ruim"
427,427,427,2018-10-07 19:24:51+00:00,1049017732220575745,"não consegui de jeito nenhum mudar o voto da minha mãe puta que parou a bicha é esquerdista mermo, não larga o pt por nada",ipameladuart,pt,bicha,precisando de cosplay quem sabe um dia nós te liga,precisando de cosplay quem sabe um dia nós te liga,275,60353,,,1,"não consegui de jeito nenhum mudar o voto da minha mãe puta que parou a bicha é esquerdista mermo, não larga o pt por nada"
428,428,428,2018-10-07 19:24:36+00:00,1049017666130927617,barbara é bicha muda no grupo da faculdade,bedibarbs,pt,bicha,🦕,🦕,3157,55184,,,1,barbara é bicha muda no grupo da faculdade
429,429,429,2018-10-07 19:24:34+00:00,1049017657993953281,@mugiwaraah @edudizs Meu Deus fifi que nome de bicha namoral muda essa porra,pdrojsk,pt,bicha,,,198,86225,,,1,Meu Deus fifi que nome de bicha namoral muda essa porra
430,430,430,2018-10-07 19:23:55+00:00,1049017496399794177,"Eliza já vai fazer 1 ano e 7 meses, a bicha tá muito esperta 😍",IngridDias07,pt,bicha,Filha de um anjo 07.07.2018 👼🏻🤍• @Flamengo ♥️ • Taurina ♉️ • insta : ingrid_dias07 / +55 021 ☀️,Filha de um anjo 07.07.2018 👼🏻🤍• @Flamengo ♥️ • Taurina ♉️ • insta : ingrid_dias07 / +55 021 ☀️,1410,49817,,,1,"Eliza já vai fazer 1 ano e 7 meses, a bicha tá muito esperta 😍"
431,431,431,2018-10-07 19:21:38+00:00,1049016922413682688,"Eu tô sedenta pra ver FernandaXAna segunda feira, pq vcs pode chamar a Fernanda de planta más a bicha é boa de briga... Só espero que caíque não fique segurando ela.. segundo Fernanda ela vai falar umas verdades na votação na cara da Ana. Só vemmmm votação... #AFazenda10 https://t.co/CFXvS6Rh1A",EstherComenta,pt,bicha,,,551,6477,,,0,"Eu tô sedenta pra ver FernandaXAna segunda feira, pq vcs pode chamar a Fernanda de planta más a bicha é boa de briga... Só espero que caíque não fique segurando ela.. segundo Fernanda ela vai falar umas verdades na votação na cara da Ana. Só vemmmm votação... #AFazenda10"
432,432,432,2018-10-07 19:21:26+00:00,1049016870127456257,"@PauloHe37251422 @FridaGalo13 a bicha é estridente.... não pedi respeito pra vc, a gente só espera das pessoas o que elas podem dar...",biruel,pt,bicha,"Marketing político, +50 campanhas em 4 países. 3 prêmios internacionais. Depois de 3 anos em El Salvador, de volta ao Brasil.","Marketing político, +50 campanhas em 4 países. 3 prêmios internacionais. Depois de 3 anos em El Salvador, de volta ao Brasil.",3045,47817,,,1,"a bicha é estridente.... não pedi respeito pra vc, a gente só espera das pessoas o que elas podem dar..."
433,433,433,2018-10-07 19:19:27+00:00,1049016370753667073,"@KatiaAbreu Mas tu é muito cretina mesmo né, bicha gasguita?",O_Vigiador,pt,bicha,"Bolsonarista, bolsonariano e bolsominion de internet.
E apenas saibam que eu jamais estaria aqui se esquerdista fosse gente normal...","Bolsonarista, bolsonariano e bolsominion de internet.
E apenas saibam que eu jamais estaria aqui se esquerdista fosse gente normal...",2362,3830,,,1,"Mas tu é muito cretina mesmo né, bicha gasguita?"
434,434,434,2018-10-07 19:17:23+00:00,1049015851377205249,bicha eleitora do bolsonaro me enchendo o saco no instagram,sugarrluck,pt,bicha,,,732,16671,,,1,bicha eleitora do bolsonaro me enchendo o saco no instagram
435,435,435,2018-10-07 19:16:21+00:00,1049015590848012289,"GENTE TEM UM VIADO ME FAKANDO QUE É MELHOR ""ELE"" ENTRAR DO QUE O PT

ME SEFURA Q EU VKU DAR NA CARA DESSA BICHA BRANCA",callmedudu_,pt,bicha,aquarius boy,aquarius boy,606,19476,,,1,"GENTE TEM UM VIADO ME FAKANDO QUE É MELHOR ""ELE"" ENTRAR DO QUE O PT ME SEFURA Q EU VKU DAR NA CARA DESSA BICHA BRANCA"
436,436,436,2018-10-07 19:13:50+00:00,1049014958367936512,"Te chamam de ladrão, de bicha, maconheiro
Transformam o país inteiro num puteiro
Pois assim se ganha mais dinheiro",CHzord,pt,bicha,"Zabuza Popochi, o demônio da zoeira oculta!

REVOADA É COM NÓS MSM

Segue na roxinha!!!

twitch.tv/chzord92

Segue no instagram

instagram.com/chzord92/","Zabuza Popochi, o demônio da zoeira oculta!

REVOADA É COM NÓS MSM

Segue na roxinha!!!

https://t.co/3LDEGRIBch

Segue no instagram

https://t.co/Tvat8FeKYx",1366,13617,,,1,"Te chamam de ladrão, de bicha, maconheiro Transformam o país inteiro num puteiro Pois assim se ganha mais dinheiro"
437,437,437,2018-10-07 19:12:19+00:00,1049014575922892803,24 provas IRREFUTÁVEIS de que Bolsonaro é bicha https://t.co/pP7jP7kcUV,DebiasiScherer,pt,bicha,"ESQUERDA SEMPRE  🚩🚩🚩🚩🚩🚩       
🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩      

FORA BOLSONARO

🇲🇦🇲🇦🔖🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩","ESQUERDA SEMPRE  🚩🚩🚩🚩🚩🚩       
🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩      

FORA BOLSONARO

🇲🇦🇲🇦🔖🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩",10737,38715,,,1,24 provas IRREFUTÁVEIS de que Bolsonaro é bicha
438,438,438,2018-10-07 19:11:05+00:00,1049014267758989312,"Mulher que posta ""ele sim, minha voz conta"" nem deveria existir.... bicha, tu pulou o ensino médio????????????",laaarissaf,pt,bicha,"seu olho me olha, mas não me pode alcançar","seu olho me olha, mas não me pode alcançar",748,64960,,,1,"Mulher que posta ""ele sim, minha voz conta"" nem deveria existir.... bicha, tu pulou o ensino médio????????????"
439,439,439,2018-10-07 19:09:07+00:00,1049013771514138624,@swinais a bicha pede né 🤷 kkkkkkkkkkkkk,diassnadia,pt,bicha,humana de 2 gatas e estudante de mkt nas horas vagas,humana de 2 gatas e estudante de mkt nas horas vagas,630,110762,,,1,a bicha pede né 🤷 kkkkkkkkkkkkk
440,440,440,2018-10-07 19:07:52+00:00,1049013458560274435,@diefmendes 4lan bicha da ego search aqui na minha rola,chezardd,pt,bicha,"Sorry losers and haters, but my I.Q. is one of the highest -and you all know it! Please don't feel so stupid or insecure,it's not your fault","Sorry losers and haters, but my I.Q. is one of the highest -and you all know it! Please don't feel so stupid or insecure,it's not your fault",32,176049,,,1,4lan bicha da ego search aqui na minha rola
441,441,441,2018-10-07 19:07:19+00:00,1049013319384924161,"Não, é porque vou morar num bairro italiano. Que bicha chata do caralho.",mailliwbc,pt,bicha,"1,68 shade pura marra","1,68 shade pura marra",1384,40061,,,1,"Não, é porque vou morar num bairro italiano. Que bicha chata do caralho."
442,442,442,2018-10-07 19:06:15+00:00,1049013048701341697,"uma menina no meu insta postou foto no story, na praia, com a legenda: ""eu to bem preocupada com a eleição, eu."", querendo ser engraçada. fui lá e comentei: ""bicha, pois tu não ta entendendo nada, né?""",fadageminiana,pt,bicha,comentarista de reality e amante de delineados,comentarista de reality e amante de delineados,349,32368,,,0,"uma menina no meu insta postou foto no story, na praia, com a legenda: ""eu to bem preocupada com a eleição, eu."", querendo ser engraçada. fui lá e comentei: ""bicha, pois tu não ta entendendo nada, né?"""
443,443,443,2018-10-07 19:06:03+00:00,1049012999867064322,Storie da Bruna Marquezine aaa a bicha é uma fada #ViraViraCiro12 #viraviraCIRO https://t.co/r0oB9065qJ,wtydl,pt,bicha,,,296,966,,,1,Storie da Bruna Marquezine aaa a bicha é uma fada #ViraViraCiro12 #viraviraCIRO
444,444,444,2018-10-07 19:05:58+00:00,1049012978639675392,"A bicha chamando nós pra ir em um ap depois da balada que ia estar a glória Groove e a vittar, fiquei desconfiado, mas a bicha era prima da Groove , era pra nós ter ido ver esse babado",JrPaul0,pt,bicha,"insta: paulojrss
leonino ♌👽","insta: paulojrss
leonino ♌👽",652,9725,,,1,"A bicha chamando nós pra ir em um ap depois da balada que ia estar a glória Groove e a vittar, fiquei desconfiado, mas a bicha era prima da Groove , era pra nós ter ido ver esse babado"
