,Unnamed: 0,id,Datetime,TweetId,Texto,Username,Idioma,Palavra,UserDescription,UserDescriptionRaw,FriendsCount,Status,Retweet,Quoted,toxidade,Texto-Limpo,HateSpeech,rotulagem-manual,rotulagem
225,520,520,2018-10-07 17:41:53+00:00,1048991819332300800,@ngelic4l bicha ja foi votar?,isgotario,pt,bicha,real hot girl shit,real hot girl shit,1225,141180,,,1,bicha ja foi votar?,yes,,r
226,523,523,2018-10-07 17:37:41+00:00,1048990761306546176,"PB
Partido Bicha
69",ZTetriminos,pt,bicha,Dating sim gay absurdista dirigido por Wes Anderson e estrelado por Graham Chapman | Bicha dândi não-praticante | Linguística | Games | 60s | Anime | 🏳️‍⚧️,Dating sim gay absurdista dirigido por Wes Anderson e estrelado por Graham Chapman | Bicha dândi não-praticante | Linguística | Games | 60s | Anime | 🏳️‍⚧️,1973,478573,,,1,PB Partido Bicha 69,yes,,r
227,524,524,2018-10-07 17:35:11+00:00,1048990133578600448,@Lara04617676 @_naraAam Vem calar bicha,idiotequw,pt,bicha,use your illusion ig: amaresvolta behance.net/joogago @JUVTSONICA,use your illusion ig: amaresvolta https://t.co/nI1wp2rwTN @JUVTSONICA,324,39352,,,1,Vem calar bicha,yes,,r
228,527,527,2018-10-07 17:33:21+00:00,1048989671387254784,"A bicha é bonita né
 Ai meu coração https://t.co/vB3MQWZAit",chickenoflauren,pt,bicha,eu amo milho cozido,eu amo milho cozido,1021,61236,,https://twitter.com/YasminYassine/status/1048988761424576514,0,A bicha é bonita né Ai meu coração,yes,,r
229,528,528,2018-10-07 17:33:15+00:00,1048989647681085440,@zaquelnogueira O bicha escândalosa 😂😂😂😂🤦,___grazii,pt,bicha,Erick e Evellyn ❤️ | Ygor 💍,Erick e Evellyn ❤️ | Ygor 💍,679,47557,,,1,O bicha escândalosa 😂😂😂😂🤦,yes,,r
230,532,532,2018-10-07 17:30:38+00:00,1048988986520297472,@jose_simao Seu cu sua bicha velha!,LeonardoDinardi,pt,bicha,Aqui é GALO Sempre! Tolerância 0.,Aqui é GALO Sempre! Tolerância 0.,339,6226,,,1,Seu cu sua bicha velha!,yes,,r
231,535,535,2018-10-07 17:29:52+00:00,1048988795062968320,"Não entra na minha cabeça que a Camila fez isso sem perceber. Tinha gente filmando, cara  kkkkkkkkkk mds, a bicha é muito cínica https://t.co/7FYKwmQysR",sensitivecuban,pt,bicha,the poetry inside of me is warm like a gun.,the poetry inside of me is warm like a gun.,4135,79470,,,1,"Não entra na minha cabeça que a Camila fez isso sem perceber. Tinha gente filmando, cara kkkkkkkkkk mds, a bicha é muito cínica",yes,,r
232,536,536,2018-10-07 17:29:49+00:00,1048988783536996352,o bicha chata do inferno enfia o bonossauro no cu,_oliveiraga,pt,bicha,22y. | it’s a beautiful day to save lives.,22y. | it’s a beautiful day to save lives.,527,32857,,,1,o bicha chata do inferno enfia o bonossauro no cu,yes,,r
233,537,537,2018-10-07 17:29:20+00:00,1048988661528846342,"vi uma mina de airmax hj q chega fiquei apaixonado, bicha linda da porra",viniciusl0renzo,pt,bicha,"faça dinheiro, se mantenha vivo","faça dinheiro, se mantenha vivo",851,30841,,,1,"vi uma mina de airmax hj q chega fiquei apaixonado, bicha linda da porra",yes,,r
234,539,539,2018-10-07 17:26:28+00:00,1048987939504623616,"@moraesnic Já gritei HAYSHSYSHYSGSYSSHYSHSYSHSYSYSYSYSYS bicha, que raivaaaaaaaaaa! Eu não tenho paciência para iniciantes AAAAAAAAAAAAAA",najudc,pt,bicha,.,.,136,20482,,,0,"Já gritei HAYSHSYSHYSGSYSSHYSHSYSHSYSYSYSYSYS bicha, que raivaaaaaaaaaa! Eu não tenho paciência para iniciantes AAAAAAAAAAAAAA",yes,,r
235,540,540,2018-10-07 17:24:48+00:00,1048987520841736192,se acostumar a dormir com a pessoa todo dia é uoooooo bicha,crfmaya,pt,bicha,the sky is the limit🌌,the sky is the limit🌌,614,22321,,,1,se acostumar a dormir com a pessoa todo dia é uoooooo bicha,yes,,r
236,542,542,2018-10-07 17:23:21+00:00,1048987153391374337,@Gustaasss @hrafaelrocha bicha burra ou nasce hetero ou vota no bozo,outofesquadro,pt,bicha,um agradecimento e um lamento porque equilíbrio é tudo!,um agradecimento e um lamento porque equilíbrio é tudo!,1163,38114,,,1,bicha burra ou nasce hetero ou vota no bozo,yes,,r
237,543,543,2018-10-07 17:22:29+00:00,1048986938215227393,"@die_gram @aloserlikegui Pois é , bicha burra vira capacho de hetero escrito",mark_in,pt,bicha,"Como carambola porque tem formato de estrela, mas não gosto do sabor 🫠","Como carambola porque tem formato de estrela, mas não gosto do sabor 🫠",9422,160173,,,1,"Pois é , bicha burra vira capacho de hetero escrito",yes,,r
238,544,544,2018-10-07 17:21:25+00:00,1048986668055875584,"@ttiOSASCO @Marsfromviny meus parabéns se vc acha que esse argumento é válido, zoando a aparência de outra pessoa, aprende sobre economia, bicha melhore",euhenriquemarra,pt,bicha,meu destino? amar a @dra_deolane,meu destino? amar a @dra_deolane,139,2597,,,0,"meus parabéns se vc acha que esse argumento é válido, zoando a aparência de outra pessoa, aprende sobre economia, bicha melhore",yes,,r
239,546,546,2018-10-07 17:20:55+00:00,1048986542549688321,"Encontrei Karina lá na escola na hora que fui votar, já fez meu tempo perdido na escola valer a pena, a bicha faz muita graça..",lopes_millena,pt,bicha,Snapchat : 👻 lopes_millena5 👻,Snapchat : 👻 lopes_millena5 👻,427,7725,,,0,"Encontrei Karina lá na escola na hora que fui votar, já fez meu tempo perdido na escola valer a pena, a bicha faz muita graça..",yes,,r
240,548,548,2018-10-07 17:19:17+00:00,1048986129494659072,@bruusantana Bicha forte é outro patamar.,thejuniorsousa,pt,bicha,"sol em Britney Spears, lua em Taylor Swift, ascendente em Xuxa e vênus em Jão.","sol em Britney Spears, lua em Taylor Swift, ascendente em Xuxa e vênus em Jão.",547,18352,,,1,Bicha forte é outro patamar.,yes,,r
241,552,552,2018-10-07 17:13:05+00:00,1048984570262163458,@mandib0rges bicha perfeita,mandicarli,pt,bicha,☺︎︎,☺︎︎,434,125080,,,1,bicha perfeita,yes,,r
242,553,553,2018-10-07 17:12:10+00:00,1048984340020047872,@jeanwyllys_real Qual a diferença entre uma BICHA e uma BICHA LOUCA ??!!,lucianoffonseca,pt,bicha,,,0,232,,,1,Qual a diferença entre uma BICHA e uma BICHA LOUCA ??!!,yes,,r
243,557,557,2018-10-07 17:08:28+00:00,1048983407643021317,Bicha burra nasce fascista mesmo https://t.co/Gngw5lviH1,VihLuzitano,pt,bicha,"Faço muita coisa e conheço muita gente.
ENFP-T
He/Him - Ele/Dele
Não-mono.","Faço muita coisa e conheço muita gente.
ENFP-T
He/Him - Ele/Dele
Não-mono.",843,115077,,https://twitter.com/quasemarcio/status/1048932623710670848,1,Bicha burra nasce fascista mesmo,yes,,r
244,559,559,2018-10-07 17:04:48+00:00,1048982484145377285,"Mc Nick nunca mais, que bicha chata",gio_prata01,pt,bicha,,,275,23411,,,1,"Mc Nick nunca mais, que bicha chata",yes,,r
245,560,560,2018-10-07 17:04:39+00:00,1048982446996410370,vai se fooooooder bicha burra do caralho,damngranger,pt,bicha,twicetagram track 10,twicetagram track 10,656,71562,,,1,vai se fooooooder bicha burra do caralho,yes,,r
246,561,561,2018-10-07 17:04:22+00:00,1048982376473354240,@Riich_M bicha feia,bieelbastos_,pt,bicha,Lucca 👶🏻,Lucca 👶🏻,1407,73838,,,1,bicha feia,yes,,r
247,562,562,2018-10-07 17:03:50+00:00,1048982242410876930,@Caedusxx tava preocupada com o 50+1 msm bicha mas acho q n vai dar ruim n,negrahonoraria,pt,bicha,"Khadija 😘

pronomes?  aca/demia

.🇧🇷🇸🇳.","Khadija 😘

pronomes?  aca/demia

.🇧🇷🇸🇳.",3431,68325,,,0,tava preocupada com o 50+1 msm bicha mas acho q n vai dar ruim n,yes,,r
248,563,563,2018-10-07 17:03:41+00:00,1048982204402098181,"UM PAIS SEM BICHA, É UM PAIS SEM VIDA!",ShampooDoSnape,pt,bicha,coexistindo,coexistindo,1752,35884,,,1,"UM PAIS SEM BICHA, É UM PAIS SEM VIDA!",yes,,r
249,571,571,2018-10-07 16:55:59+00:00,1048980267262758912,"@ShawnHubbyMende Não me levem a mal, kkkk mas a bicha é lpuca de tirar foto e compartilhar. Vai que dá ruim 😦",heymthais,pt,bicha,"Só quem te trás aqui no peito tem noção, do quanto és grande, porque és uma nação. @Cruzeiro 💙","Só quem te trás aqui no peito tem noção, do quanto és grande, porque és uma nação. @Cruzeiro 💙",260,18305,,,1,"Não me levem a mal, kkkk mas a bicha é lpuca de tirar foto e compartilhar. Vai que dá ruim 😦",yes,,r
250,572,572,2018-10-07 16:55:32+00:00,1048980153332916227,@DNobaes feto bicha,zanichellx,pt,bicha,,,261,125699,,,1,feto bicha,yes,,r
251,576,576,2018-10-07 16:50:52+00:00,1048978981423333376,@SaishoNiiTae @HackMadeIn5680 Felizmente bicha não é xingamento,strxngeiron,pt,bicha,"»I'm the one I should love«
💜


{FAN ACCOUNT}","»I'm the one I should love«
💜


{FAN ACCOUNT}",1700,47255,,,1,Felizmente bicha não é xingamento,yes,,r
252,578,578,2018-10-07 16:49:30+00:00,1048978633803649024,@brknparade bicha muda,apricityhobi,pt,bicha,super star shooting sunshine top group bts!,super star shooting sunshine top group bts!,206,6687,,,0,bicha muda,yes,,r
253,579,579,2018-10-07 16:49:28+00:00,1048978625599561728,"Luara ta doidinha sem saber como votar, bicha tabacuda",LuaFloraBell,pt,bicha,"Viciada em miojo de tomate da turma da Mônica, That '70s Show é minha religião. Na bolha do meu quarto ouvindo post punk Russo e comendo pipoca doce.","Viciada em miojo de tomate da turma da Mônica, That '70s Show é minha religião. Na bolha do meu quarto ouvindo post punk Russo e comendo pipoca doce.",128,6418,,,1,"Luara ta doidinha sem saber como votar, bicha tabacuda",yes,,r
254,580,580,2018-10-07 16:48:46+00:00,1048978451850567680,@SaishoNiiTae só uma bicha pode chamar outra de bicha,jiminiejmm,pt,bicha,• crazy for myself • 💜  @sickforhyo,• crazy for myself • 💜  @sickforhyo,740,11244,,,1,só uma bicha pode chamar outra de bicha,yes,,r
255,581,581,2018-10-07 16:48:15+00:00,1048978323030904832,"Vai lá bicha vota na Kátia Abreu e faz tua pesquisa sobre a perversidade do agronegócio, tá certíssima.",mortinhocarrara,pt,bicha,só relatos da vida me penetrando,só relatos da vida me penetrando,379,9734,,,1,"Vai lá bicha vota na Kátia Abreu e faz tua pesquisa sobre a perversidade do agronegócio, tá certíssima.",yes,,r
256,582,582,2018-10-07 16:47:56+00:00,1048978240327602176,Mandei a isa votar 13 kkkkk bicha n sabia nem onde ela vota,llauramartins_,pt,bicha,pisciana//21y• 🤍,pisciana//21y• 🤍,131,6514,,,0,Mandei a isa votar 13 kkkkk bicha n sabia nem onde ela vota,yes,,r
257,588,588,2018-10-07 16:44:32+00:00,1048977386027585536,No Japão já começaram a matar bicha já,prodwiththerod,pt,bicha,Com a minha mente vou a mil lugares.,Com a minha mente vou a mil lugares.,691,285683,,,1,No Japão já começaram a matar bicha já,yes,,r
258,593,593,2018-10-07 16:42:45+00:00,1048976935483822080,@marcoz_nf kkkkkkkk carai a bicha: “qual refrigerante? só não tem vodka” vsf kkkkkkk,lipsaless,pt,bicha,instagram: @lipsaless,instagram: @lipsaless,775,30798,,,1,kkkkkkkk carai a bicha: “qual refrigerante? só não tem vodka” vsf kkkkkkk,yes,,r
259,594,594,2018-10-07 16:42:12+00:00,1048976799395397635,@marianatferrari vai de branco bicha,stylesnaconda,pt,bicha,topo tudo por um emprego,topo tudo por um emprego,336,92180,,,1,vai de branco bicha,yes,,r
260,598,598,2018-10-07 16:39:36+00:00,1048976143217582080,"@SaishoNiiTae Sim, sua bicha",HackMadeIn5680,pt,bicha,"#temer2022

#bolsodoria2026","#temer2022

#bolsodoria2026",81,836,,,1,"Sim, sua bicha",yes,,r
261,601,601,2018-10-07 16:35:02+00:00,1048974993839869954,"Nesse momento ouvindo uma senhora falando que não faz um Instagram pq respeita o marido. Fui levantar pra arrumar minha bolsa, ela tá com o adesivo de bolsonaro no peito. Ai bicha!!!",aureodemelo,pt,bicha,I’m fucking sidney prescott,I’m fucking sidney prescott,1763,50043,,,1,"Nesse momento ouvindo uma senhora falando que não faz um Instagram pq respeita o marido. Fui levantar pra arrumar minha bolsa, ela tá com o adesivo de bolsonaro no peito. Ai bicha!!!",yes,,r
262,603,603,2018-10-07 16:32:17+00:00,1048974305114120194,"@rodsuxxx Bicha, seu otimismo é lindo de ver! Hahaha eu só consigo ter medo mesmo :~",guicvlcnt,pt,bicha,eu sou miss bumbum e tenho postura de miss bumbum,eu sou miss bumbum e tenho postura de miss bumbum,1604,19954,,,0,"Bicha, seu otimismo é lindo de ver! Hahaha eu só consigo ter medo mesmo :~",yes,,r
263,605,605,2018-10-07 16:31:18+00:00,1048974053875351553,Uma zona eleitoral cheia de bicha que só a zona leste pode ofertar 💞,thantz,pt,bicha,"apanhava na escola por ser otome, geek, nerd, shipper, rockeira, rara e diferente","apanhava na escola por ser otome, geek, nerd, shipper, rockeira, rara e diferente",723,46401,,,1,Uma zona eleitoral cheia de bicha que só a zona leste pode ofertar 💞,yes,,r
264,607,607,2018-10-07 16:29:03+00:00,1048973490970402817,@svtsafe CARALHO QUE BICHA BURRA https://t.co/zooTz99Mp1,tenshisol,pt,bicha,#the1975 一 私の愛。. ☁️,#the1975 一 私の愛。. ☁️,5182,69655,,,1,CARALHO QUE BICHA BURRA,yes,,r
265,609,609,2018-10-07 16:24:36+00:00,1048972367643467777,"@hugwme Ai bicha, pior que minha mae tambem é, mas nao consegui essa proeza de fazer ela mudar de voto. ):",aom1llie,pt,bicha,1996 🐁 ~ 🐷🌱 ~ 한국어 학생 • 汉语 学生 | JWALKER | 비에이피 (OT5) ♡ • SOULTREE ♡ | KBALLAD | MANDOPOP — ♑️ asc ♒️— 🇧🇷🇨🇳🇰🇷 - 耽美 / Econ MSc Student 🏳️‍🌈,1996 🐁 ~ 🐷🌱 ~ 한국어 학생 • 汉语 学生 | JWALKER | 비에이피 (OT5) ♡ • SOULTREE ♡ | KBALLAD | MANDOPOP — ♑️ asc ♒️— 🇧🇷🇨🇳🇰🇷 - 耽美 / Econ MSc Student 🏳️‍🌈,267,336560,,,0,"Ai bicha, pior que minha mae tambem é, mas nao consegui essa proeza de fazer ela mudar de voto. ):",yes,,r
266,610,610,2018-10-07 16:23:53+00:00,1048972188055998464,bicha burra tem que aprender com a vida pra aprender de verdade,victortisdale,pt,bicha,,,278,28446,,,1,bicha burra tem que aprender com a vida pra aprender de verdade,yes,,r
267,612,612,2018-10-07 16:21:40+00:00,1048971629823492096,bicha burra realmente nasce hétero https://t.co/exMYuvxNgE,tradutrouxa,pt,bicha,"tradutora, mineira & emo","tradutora, mineira & emo",697,83740,,https://twitter.com/UOLNoticias/status/1048925993556172800,1,bicha burra realmente nasce hétero,yes,,r
268,613,613,2018-10-07 16:20:49+00:00,1048971419047120901,"A MINHA PRIMA FOI VOTAR E DEU PROBLEMA NA URNA E O MESARIO DISSE Q N PODIA FAZER NDA MAS A BICHA É BARRAQUEIRA E DISSE Q SÓ IA SAIR DEPOIS Q TIVESSE VOTADO DIREITO AI O MESARIO AJEITOU LA E ELA VOLTOU 

ESSE PROBLEMA NAS URNAS VAI DÁ MERDA #ViraViraClR0",notisgoodlia,pt,bicha,"📚: a vida invisível de Addie LaRue
🌻: a maior fanfiqueira desta rede social","📚: a vida invisível de Addie LaRue
🌻: a maior fanfiqueira desta rede social",7824,100653,,,1,A MINHA PRIMA FOI VOTAR E DEU PROBLEMA NA URNA E O MESARIO DISSE Q N PODIA FAZER NDA MAS A BICHA É BARRAQUEIRA E DISSE Q SÓ IA SAIR DEPOIS Q TIVESSE VOTADO DIREITO AI O MESARIO AJEITOU LA E ELA VOLTOU ESSE PROBLEMA NAS URNAS VAI DÁ MERDA #ViraViraClR0,yes,,r
269,615,615,2018-10-07 16:17:54+00:00,1048970684687372290,"Na minha época não tinha kit gay. Sou uma bicha autodidata mesmo!

#ViraViraClR0",leandrores,pt,bicha,,,191,14857,,,1,Na minha época não tinha kit gay. Sou uma bicha autodidata mesmo! #ViraViraClR0,yes,,r
270,616,616,2018-10-07 16:17:27+00:00,1048970568358395907,BICHA COMO ASSIIIM? https://t.co/1EG7WdTBiQ,mateu5o,pt,bicha,Militância • Peitão de plástico da Pabllo Vittar • LGBTs (povo animado 🤩🏳️‍🌈) • Psicologia ✊🏽✊🏾✊🏿,Militância • Peitão de plástico da Pabllo Vittar • LGBTs (povo animado 🤩🏳️‍🌈) • Psicologia ✊🏽✊🏾✊🏿,564,27297,,https://twitter.com/erlan_bastos/status/1048962600573329408,0,BICHA COMO ASSIIIM?,yes,,r
271,619,619,2018-10-07 16:15:54+00:00,1048970178250375170,@ShayKathleen1 kkkk e sério bicha,Samarapbm,pt,bicha,"• oque for pra ser, será... 🙇🏻‍♀️🤍","• oque for pra ser, será... 🙇🏻‍♀️🤍",828,30087,,,1,kkkk e sério bicha,yes,,r
272,622,622,2018-10-07 16:11:23+00:00,1048969045159174145,@LaurenJauregui só posta foto pq sabe que é gostosa né bicha,fckkeh,pt,bicha,"eu só tô aqui pra reclamar mesmo, eh isto | psicologia ufms","eu só tô aqui pra reclamar mesmo, eh isto | psicologia ufms",532,8551,,,1,só posta foto pq sabe que é gostosa né bicha,yes,,r
273,625,625,2018-10-07 16:07:33+00:00,1048968078862831618,"@lopes_isadora47 Aí droga, que bicha boba haha ❤💋",opsluysa,pt,bicha,.,.,1659,8765,,,1,"Aí droga, que bicha boba haha ❤💋",yes,,r
274,627,627,2018-10-07 16:04:02+00:00,1048967192258269184,"@uiza7 Bicha burra, Haddad sendo favorecido. Cirão vai ficar so na vontade.",Raoh14147895,pt,bicha,Antes do Gollum e do socialismo do anel,Antes do Gollum e do socialismo do anel,13,38,,,1,"Bicha burra, Haddad sendo favorecido. Cirão vai ficar so na vontade.",yes,,r
275,628,628,2018-10-07 16:00:17+00:00,1048966249240301568,"A eleição com viés literário. Na fila, a minha frente, uma mãe com a criança de fralda cagada. Nessas horas não tem o que fazer, mas a bicha anda rápido na Escola Monte Líbano. Era a que mais vencia competições de banda musical escolar, os desfiles obrigatórios da minha infância.",CacoBelmonte,pt,bicha,Escritor. Um dia foi jornalista.,Escritor. Um dia foi jornalista.,645,15664,,,1,"A eleição com viés literário. Na fila, a minha frente, uma mãe com a criança de fralda cagada. Nessas horas não tem o que fazer, mas a bicha anda rápido na Escola Monte Líbano. Era a que mais vencia competições de banda musical escolar, os desfiles obrigatórios da minha infância.",yes,,r
276,629,629,2018-10-07 15:59:39+00:00,1048966090334904321,@carot_cake_ ô bicha...,brucewoyne,pt,bicha,zack snyder's justice league associate producer,zack snyder's justice league associate producer,1579,192496,,,1,ô bicha...,yes,,r
277,630,630,2018-10-07 15:59:17+00:00,1048966000027336705,@jefpfvr @moonicakeller @heyseydoux caiu aqui bicha,_gelisfloripa,pt,bicha,,,516,29333,,,1,caiu aqui bicha,yes,,r
278,634,634,2018-10-07 15:53:58+00:00,1048964661662638080,@vernizinho Se manca bicha. O dia de de encontrar era ontem n hoje pq já to no busão rumo a nikit,Gabian_tunes,pt,bicha,Uma grande gostosa ✨ @Gabiszona in insta,Uma grande gostosa ✨ @Gabiszona in insta,380,64012,,,0,Se manca bicha. O dia de de encontrar era ontem n hoje pq já to no busão rumo a nikit,yes,,r
279,635,635,2018-10-07 15:53:41+00:00,1048964587519918085,Num guento kkkk meu irmão disse que Tiago tem voz de bicha relaxada 😂😂😂😂 #PopStar,LuMatuda,pt,bicha,"Um dia, você será velho o suficiente para começar a ler contos de fadas outra vez.","Um dia, você será velho o suficiente para começar a ler contos de fadas outra vez.",382,141851,,,1,Num guento kkkk meu irmão disse que Tiago tem voz de bicha relaxada 😂😂😂😂 #PopStar,yes,,r
280,636,636,2018-10-07 15:52:42+00:00,1048964342484484096,@gabrisengel Força bicha!,MaiksonSousa,pt,bicha,"vc não vai me conquistar com seu rádio de pilha, eu quero um som que abala um carro de corrida!
IG: instagram.com/maiksonsousa","vc não vai me conquistar com seu rádio de pilha, eu quero um som que abala um carro de corrida!
IG: https://t.co/lEaffb6Fjl",437,13696,,,1,Força bicha!,yes,,r
281,637,637,2018-10-07 15:49:05+00:00,1048963430781259779,@giorgiacs @TSEjusbr caralho bicha burraaaaa,ntslia,pt,bicha,this time will be gentle enough,this time will be gentle enough,451,127910,,,1,caralho bicha burraaaaa,yes,,r
282,638,638,2018-10-07 15:47:25+00:00,1048963013947142144,"Bicha, estranha, louca, preta da favela E macumbeira!!!

Hoje é dia de guerra e a única arma que tenho em mãos é o AMOR. Chegou a hora de lutarmos com garra e mostrarmos que nos… https://t.co/cOW0DQfYSD",luiz_gonzaga,pt,bicha,"Prepara os drinks que a festa vai começar. (Gay, Gordo e Baiano e 13 na cabeça)","Prepara os drinks que a festa vai começar. (Gay, Gordo e Baiano e 13 na cabeça)",628,5432,,,1,"Bicha, estranha, louca, preta da favela E macumbeira!!! Hoje é dia de guerra e a única arma que tenho em mãos é o AMOR. Chegou a hora de lutarmos com garra e mostrarmos que nos…",yes,,r
283,640,640,2018-10-07 15:46:56+00:00,1048962892031246336,@ahYalli Bicha burra do carai,giorgiaacs,pt,bicha,"dançarina do faustão
|
ela/dela,
antiespecista 🌱","dançarina do faustão
|
ela/dela,
antiespecista 🌱",661,84593,,,1,Bicha burra do carai,yes,,r
284,643,643,2018-10-07 15:44:40+00:00,1048962319848550402,Bicha burra nasce hetero mesmo https://t.co/83AkErA3Lw,viniculto,pt,bicha,"Como la Pocahontas, pero con un tiburon","Como la Pocahontas, pero con un tiburon",818,70730,,https://twitter.com/quasemarcio/status/1048932623710670848,1,Bicha burra nasce hetero mesmo,yes,,r
285,646,646,2018-10-07 15:42:55+00:00,1048961880386101249,"De onde a Lorena Improta tirou que ela tem talento pra música infantil? KKKKKKKKKKKKKKK a bicha é maravilhosa dançando, mas esses novos hits num dão não",princesaabruna,pt,bicha,"Católica Apostólica Romana 🔥                                          
Totus Tuus Mariae 🔗
Ágape 💚","Católica Apostólica Romana 🔥                                          
Totus Tuus Mariae 🔗
Ágape 💚",223,18849,,,1,"De onde a Lorena Improta tirou que ela tem talento pra música infantil? KKKKKKKKKKKKKKK a bicha é maravilhosa dançando, mas esses novos hits num dão não",yes,,r
286,649,649,2018-10-07 15:34:58+00:00,1048959879757680641,@KarinnaAlves__ Ai bicha nem me fale,mel_brendam,pt,bicha,Valeu muito obrigada mas agora virei puta.,Valeu muito obrigada mas agora virei puta.,36,79562,,,0,Ai bicha nem me fale,yes,,r
287,655,655,2018-10-07 15:28:12+00:00,1048958175104458752,"""oq isso no seu perfil filho, é uma bicha?""
Odeio comentários assim https://t.co/hLtUFUb6co",_LuieTheClown_,pt,bicha,"Isso é minha vida, desabafo, eu sou a soma de todos os meus erros e foda-se","Isso é minha vida, desabafo, eu sou a soma de todos os meus erros e foda-se",132,680,,,1,"""oq isso no seu perfil filho, é uma bicha?"" Odeio comentários assim",yes,,r
288,657,657,2018-10-07 15:27:00+00:00,1048957875568234498,"@mauriciospfc_ Segue meu Pal, no Panetone a bicha pega🎶🌈",MLTCZ,pt,bicha,,,316,25903,,,1,"Segue meu Pal, no Panetone a bicha pega🎶🌈",yes,,r
289,658,658,2018-10-07 15:24:40+00:00,1048957288780840960,"Caralho, to indignada porque n deixaram eu bater mais naquela bicha",Renatac007,pt,bicha,A gata é uma loucura!! @Flamengo ❤,A gata é uma loucura!! @Flamengo ❤,643,21059,,,1,"Caralho, to indignada porque n deixaram eu bater mais naquela bicha",yes,,r
290,665,665,2018-10-07 15:08:13+00:00,1048953145081188352,Larissa às vezes é tão burrinha q nem parece q é gêmea cmg. A bicha tá la na fila horas e horas ao invés de ir p fila preferencial 🙄🙄🙄 eu quando tava gestante já chegava nos locais desmaiando kkkkkkkkkkk,medeirosclari1,pt,bicha,"Leonina ♌
23 anos 🌸
Pedro Lucas 👩‍👦 ❤","Leonina ♌
23 anos 🌸
Pedro Lucas 👩‍👦 ❤",256,12700,,,1,Larissa às vezes é tão burrinha q nem parece q é gêmea cmg. A bicha tá la na fila horas e horas ao invés de ir p fila preferencial 🙄🙄🙄 eu quando tava gestante já chegava nos locais desmaiando kkkkkkkkkkk,yes,,r
291,670,670,2018-10-07 15:02:55+00:00,1048951814463414273,@tainara_lunelli A bicha tava male,Fernandodellag,pt,bicha,¯\_(ツ)_/¯,¯\_(ツ)_/¯,252,11498,,,1,A bicha tava male,yes,,r
292,671,671,2018-10-07 14:56:39+00:00,1048950237195358210,"Garota bonita não briga, nem afronta.. ela incomoda só de estar respirando! Pq bicha bonita, é bicha odiada 😝😋😘",Juju_araujo11,pt,bicha,Valentina ❤️,Valentina ❤️,974,36897,,,1,"Garota bonita não briga, nem afronta.. ela incomoda só de estar respirando! Pq bicha bonita, é bicha odiada 😝😋😘",yes,,r
293,672,672,2018-10-07 14:55:44+00:00,1048950003958468608,"@rainequeim Bicha,correr fala isso não 😭",LOuizBento,pt,bicha,"“One day I found a big book buried deep in the ground. I opened it, but all the pages were blank. Then, to my surprise, it started writing itself...","“One day I found a big book buried deep in the ground. I opened it, but all the pages were blank. Then, to my surprise, it started writing itself...",1197,17974,,,0,"Bicha,correr fala isso não 😭",yes,,r
294,673,673,2018-10-07 14:55:18+00:00,1048949895586091008,@descansen Tu mora só bicha?,tweetsdalore,pt,bicha,you can ✨💛,you can ✨💛,902,47554,,,0,Tu mora só bicha?,yes,,r
295,675,675,2018-10-07 14:53:41+00:00,1048949491192291328,"@anafgc_ Sou a maior fã de sua mãe,bicha",laris_st,pt,bicha,"ela/dela




não aperte minha mente","ela/dela




não aperte minha mente",579,12726,,,1,"Sou a maior fã de sua mãe,bicha",yes,,r
296,676,676,2018-10-07 14:52:45+00:00,1048949252985184256,@dudashsh Bicha apague antes que um bolsominion venha falar merda,Gabriel0929_,pt,bicha,vivendo e fazendo merda,vivendo e fazendo merda,18,19,,,1,Bicha apague antes que um bolsominion venha falar merda,yes,,r
297,678,678,2018-10-07 14:50:41+00:00,1048948734200090624,@giallllo la so tem bicha q o cu seria reprovado pela azealia,takingheads,pt,bicha,Despite all my rage I am still just a doll in a cage,Despite all my rage I am still just a doll in a cage,663,104233,,,1,la so tem bicha q o cu seria reprovado pela azealia,yes,,r
298,679,679,2018-10-07 14:49:28+00:00,1048948430226317312,A mana deu uma jogada de muco na cara da onça kkkkk fico doido cm a bicha,EmanoeLuan,pt,bicha,"Estou sentindo falta de um sorriso, Que falta está fazendo aquele olhar 🎶❤

☀️: ♌
🌑: ♏","Estou sentindo falta de um sorriso, Que falta está fazendo aquele olhar 🎶❤

☀️: ♌
🌑: ♏",443,12324,,,0,A mana deu uma jogada de muco na cara da onça kkkkk fico doido cm a bicha,yes,,r
299,680,680,2018-10-07 14:47:41+00:00,1048947979514773505,@enegreci humm tu quer mais bunda eh? ai mas tu forcou mt viu bicha,matheussnbt,pt,bicha,viver é um frenesi,viver é um frenesi,2433,134142,,,1,humm tu quer mais bunda eh? ai mas tu forcou mt viu bicha,yes,,r
300,686,686,2018-10-07 14:41:29+00:00,1048946419971842048,"@electraheartly Bicha não posso, eu sou concursada. Vai ser a primeira vez na vida que eu voto, sempre paguei multa.",killpid,pt,bicha,Silly caucasian girl likes to play with samurai sword,Silly caucasian girl likes to play with samurai sword,108,38201,,,0,"Bicha não posso, eu sou concursada. Vai ser a primeira vez na vida que eu voto, sempre paguei multa.",yes,,r
